CC;KTPS;NO HT;Remote New-Order;Remote Payment;Small Relations;Threads;Warehouses;abort_cnt;cycle_detect;deadlock_cnt;debug1;debug2;debug3;debug4;debug5;dl_detect_time;dl_wait_time;latency;run_time;time_abort;time_cleanup;time_index;time_man;time_query;time_ts_alloc;time_wait;txn_cnt
MVCC;1109.9520680558796;False;1.0;15.0;True;8;4;14585;0;0;0.0;0.0;1054689000.0;1091354990.0;0.0;0.0;0.0;7.000000000000001e-06;5.61421;0.12628399999999998;0.558921;0.46030699999999997;3.18383;0.019358;0.059162;0.630154;778938
NO WAIT;300.2210649421966;False;1.0;15.0;True;112;4;322205996;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000373;3747.8755869999995;3332.317253;213.820788;4.160772;356.256176;1318.912268;0.0;0.0;10046350
NO WAIT;170.30324528547;False;1.0;15.0;True;168;4;998029214;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000986;15148.806;13960.296751;676.794065;6.727633999999999;1075.540869;4307.178258;0.0;0.0;15356493
NO WAIT;974.1709655192766;False;1.0;15.0;True;16;4;2725485;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.6e-05;25.279226;15.929484;2.189087;0.609776;5.250942;16.558463;0.0;0.0;1539143
NO WAIT;244.316585431402;False;1.0;15.0;True;1;4;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4e-06;0.40930500000000003;0.0;0.117815;0.028051;0.261119;0.0019489999999999998;0.0;0.0;100000
NO WAIT;111.1257499031516;False;1.0;15.0;True;224;4;2234711581;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002016;40988.089007;38525.147875;1490.23516;9.4057;2286.649754;10934.283954;0.0;0.0;20334072
NO WAIT;62.651875936580915;False;1.0;15.0;True;280;4;4217483108;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004469;114841.99590899999;109420.537169;3312.338592;13.461915;5161.487717;19655.482275;0.0;0.0;25696666
NO WAIT;1126.7761803783753;False;1.0;15.0;True;28;4;7863212;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.5e-05;67.423825;50.114126;3.859607;0.960359;8.997739;51.396574;0.0;0.0;2713270
NO WAIT;669.4970433352245;False;1.0;15.0;True;4;4;246;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6e-06;2.363643;0.001524;0.646515;0.21360900000000002;1.613972;0.00811;0.0;0.0;395613
NO WAIT;1267.186955967505;False;1.0;15.0;True;56;4;28771157;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.4e-05;241.11611200000002;202.257561;8.569803;1.760934;18.884529;202.673441;0.0;0.0;5456057
NO WAIT;801.8536467250678;False;1.0;15.0;True;8;4;556593;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1e-05;7.276899;2.978411;1.0904459999999998;0.338845;2.679091;3.1446959999999997;0.0;0.0;729376
OCC;180.5282482362774;False;1.0;15.0;True;112;4;30358626;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00062;5891.862057;5612.362386;1965.766751;2.435986;264.908077;1.468895;7.346671000000001;0.0;9496853
OCC;162.07099187150945;False;1.0;15.0;True;168;4;47415614;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001037;13313.801903;12885.549711;4014.027329;3.2880809999999996;407.36188599999997;2.1135669999999998;13.703001;0.0;12843935
OCC;273.0463945450936;False;1.0;15.0;True;16;4;1774070;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.9e-05;91.671747;53.077692000000006;57.97133;0.495621;36.060774;0.150099;0.341431;0.0;1564415
OCC;150.06970737907758;False;1.0;15.0;True;1;4;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.000000000000001e-06;0.666357;0.0;0.407475;0.029122000000000002;0.5355850000000001;0.002222;0.005536999999999999;0.0;100000
OCC;132.21424687358825;False;1.0;15.0;True;224;4;88245491;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0016940000000000002;31815.135958999996;30827.239821;8175.708634999999;4.8135639999999995;955.841415;3.660512;26.174431;0.0;18778635
OCC;104.61426767145437;False;1.0;15.0;True;280;4;114700440;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002676;58089.752911;56623.283697000006;14142.246496000002;5.755252;1424.274288;4.574815;47.127061;0.0;21703632
