CC;KTPS;NO HT;Remote New-Order;Remote Payment;Small Relations;Threads;Warehouses;abort_cnt;cycle_detect;deadlock_cnt;debug1;debug2;debug3;debug4;debug5;dl_detect_time;dl_wait_time;latency;run_time;time_abort;time_cleanup;time_index;time_man;time_query;time_ts_alloc;time_wait;txn_cnt
WAIT DIE;1875.5982146134218;False;1.0;15.0;False;56;1024;18;0;0;43334508.0;0.0;799912195.0;0.0;0.535013;0.0;0.0;2.9999999999999997e-05;162.65608999999998;0.0005139999999999999;9.76988;10.341583;40.775205;0.34331100000000003;0.15338800000000002;0.00016;5447812
WAIT DIE;454.5798974670751;False;1.0;15.0;False;896;1024;7152;0;0;62332392417.0;0.0;58082827183.0;0.0;107.29176000000001;0.0;0.0;0.001971;76184.641514;3.91655;1012.088983;1373.096753;3799.372624;6.526674;2.2050400000000003;2.160751;38651793
MVCC;183.00126158105607;False;1.0;15.0;False;1024;1024;2318;0;0;7095916949.0;0.0;107084280134899.02;521462458018.0;62.690822;0.0;0.0;0.005596;264959.09668099997;31.774784999999998;208.456278;948.355511;108082.76266099999;11.163256;1.432348;17.820897;47351415
MVCC;496.2996196642524;False;1.0;15.0;False;224;1024;177;0;0;2905229956.0;0.0;1754172173243.0;255189579564.0;10.075741;0.0;0.0;0.00045099999999999996;9065.366383;0.16131600000000001;135.665896;236.01044700000003;2241.090842;1.583632;0.623785;0.09059400000000001;20085437
MVCC;292.5326525805892;False;1.0;15.0;False;448;1024;567;0;0;6456418452.0;0.0;13751242544774.0;480744967092.0;27.126134999999998;0.0;0.0;0.001531;45393.964451;2.3481;193.90420500000002;652.059388;14649.026983000002;7.2439029999999995;1.083086;1.432944;29641109
MVCC;202.38844533730642;False;1.0;15.0;False;896;1024;1817;0;0;22729112935.0;0.0;74643734855236.0;649337892479.0001;73.698401;0.0;0.0;0.004427;189121.663345;20.642255;243.94151800000003;945.0098949999999;75815.245347;9.959897999999999;1.347437;11.55183;42718794
MVCC;956.4897641534898;False;1.0;15.0;False;112;1024;27;0;0;94403914.0;0.0;230219428838.0;64758379754.0;2.4127389999999997;0.0;0.0;0.000117;1163.70346;0.006346;19.500611;44.821822999999995;343.585494;0.280622;0.240393;0.006351;9938129
MVCC;703.3788612296535;False;1.0;15.0;False;168;1024;71;0;0;2015939309.0;0.0;749528452843.0001;132446838776.0;7.053925;0.0;0.0;0.000239;3556.723015;0.045964;41.485681;112.31358200000001;988.088991;0.6420020000000001;0.407695;0.031405;14891213
MVCC;78.04037496839365;False;1.0;15.0;False;1;1024;0;0;0;537208.0;0.0;233603264.0;201119841.0;0.006751999999999999;0.0;0.0;1.3000000000000001e-05;1.281388;0.0;0.057879999999999994;0.074884;0.656051;0.001962;0.002046;0.0;100000
MVCC;1150.6025359686191;False;1.0;15.0;False;28;1024;3;0;0;29449763.0;0.0;13596965683.0;8772899976.0;0.316244;0.0;0.0;2.4e-05;67.331748;0.00013000000000000002;2.999457;4.5421190000000005;30.868554;0.065527;0.060283;5.6999999999999996e-05;2766860
MVCC;1476.4855343751212;False;1.0;15.0;False;56;1024;11;0;0;47493850.0;0.0;38127498360.0;18425998849.0;0.8325170000000001;0.0;0.0;3.8e-05;207.255167;0.001004;6.059007;10.158646000000001;72.253528;0.128778;0.122733;0.00048300000000000003;5464451
